type of use,quarter,"Constant prices, reference year 2025, SEK million"
Total resources,2008K2,1842521
Total resources,2008K3,1662224
Total resources,2008K4,1777775
Total resources,2009K1,1596760
Total resources,2009K2,1646254
Total resources,2009K3,1540892
Total resources,2009K4,1740349
Total resources,2010K1,1642534
Total resources,2010K2,1789251
Total resources,2010K3,1683649
Total resources,2010K4,1900548
Total resources,2011K1,1783280
Total resources,2011K2,1874208
Total resources,2011K3,1745965
Total resources,2011K4,1905856
Total resources,2012K1,1800816
Total resources,2012K2,1864958
Total resources,2012K3,1732251
Total resources,2012K4,1901506
Total resources,2013K1,1778544
Total resources,2013K2,1886713
Total resources,2013K3,1753271
Total resources,2013K4,1958525
Total resources,2014K1,1834500
Total resources,2014K2,1942163
Total resources,2014K3,1815910
Total resources,2014K4,2040763
Total resources,2015K1,1908879
Total resources,2015K2,2036177
Total resources,2015K3,1898429
Total resources,2015K4,2155630
Total resources,2016K1,1978498
Total resources,2016K2,2126476
Total resources,2016K3,1943262
Total resources,2016K4,2201981
Total resources,2017K1,2054837
Total resources,2017K2,2147441
Total resources,2017K3,1996551
Total resources,2017K4,2266422
Total resources,2018K1,2111445
Total resources,2018K2,2217148
Total resources,2018K3,2023887
Total resources,2018K4,2323165
Total resources,2019K1,2162757
Total resources,2019K2,2264013
Total resources,2019K3,2097409
Total resources,2019K4,2361084
Total resources,2020K1,2188185
Total resources,2020K2,2051491
Total resources,2020K3,2021923
Total resources,2020K4,2332386
Total resources,2021K1,2219067
Total resources,2021K2,2335393
Total resources,2021K3,2170415
Total resources,2021K4,2519209
Total resources,2022K1,2324760
Total resources,2022K2,2454906
Total resources,2022K3,2280688
Total resources,2022K4,2539739
Total resources,2023K1,2368320
Total resources,2023K2,2421191
Total resources,2023K3,2250054
Total resources,2023K4,2527824
Total resources,2024K1,2378287
Total resources,2024K2,2454567
Total resources,2024K3,2304122
Total resources,2024K4,2600094
Total resources,2025K1,2395822
Total resources,2025K2,2538348
Total resources,2025K3,2376386
Total resources,2025K4,2664547
Total resources,2026K1,2476512
- Final consumption expenditure,1980K1,NA
- Final consumption expenditure,1980K2,NA
- Final consumption expenditure,1980K3,NA
- Final consumption expenditure,1980K4,NA
- Final consumption expenditure,1981K1,592282
- Final consumption expenditure,1981K2,606831
- Final consumption expenditure,1981K3,551128
- Final consumption expenditure,1981K4,608783
- Final consumption expenditure,1982K1,599314
- Final consumption expenditure,1982K2,611227
- Final consumption expenditure,1982K3,554678
- Final consumption expenditure,1982K4,620477
- Final consumption expenditure,1983K1,590530
- Final consumption expenditure,1983K2,599685
- Final consumption expenditure,1983K3,548032
- Final consumption expenditure,1983K4,613688
- Final consumption expenditure,1984K1,604389
- Final consumption expenditure,1984K2,612271
- Final consumption expenditure,1984K3,557528
- Final consumption expenditure,1984K4,621055
- Final consumption expenditure,1985K1,619781
- Final consumption expenditure,1985K2,630209
- Final consumption expenditure,1985K3,567092
- Final consumption expenditure,1985K4,632518
- Final consumption expenditure,1986K1,637303
- Final consumption expenditure,1986K2,652300
- Final consumption expenditure,1986K3,596899
- Final consumption expenditure,1986K4,664080
- Final consumption expenditure,1987K1,664820
- Final consumption expenditure,1987K2,684323
- Final consumption expenditure,1987K3,610639
- Final consumption expenditure,1987K4,691072
- Final consumption expenditure,1988K1,693069
- Final consumption expenditure,1988K2,694719
- Final consumption expenditure,1988K3,626028
- Final consumption expenditure,1988K4,698060
- Final consumption expenditure,1989K1,696121
- Final consumption expenditure,1989K2,707145
- Final consumption expenditure,1989K3,634751
- Final consumption expenditure,1989K4,709427
- Final consumption expenditure,1990K1,696386
- Final consumption expenditure,1990K2,713590
- Final consumption expenditure,1990K3,639040
- Final consumption expenditure,1990K4,700942
- Final consumption expenditure,1991K1,698139
- Final consumption expenditure,1991K2,715857
- Final consumption expenditure,1991K3,651161
- Final consumption expenditure,1991K4,727236
- Final consumption expenditure,1992K1,707035
- Final consumption expenditure,1992K2,722563
- Final consumption expenditure,1992K3,650693
- Final consumption expenditure,1992K4,706047
- Final consumption expenditure,1993K1,671534
- Final consumption expenditure,1993K2,691566
- Final consumption expenditure,1993K3,634980
- Final consumption expenditure,1993K4,732442
- Final consumption expenditure,1994K1,681228
- Final consumption expenditure,1994K2,695965
- Final consumption expenditure,1994K3,642006
- Final consumption expenditure,1994K4,735746
- Final consumption expenditure,1995K1,686925
- Final consumption expenditure,1995K2,702257
- Final consumption expenditure,1995K3,650062
- Final consumption expenditure,1995K4,740466
- Final consumption expenditure,1996K1,693636
- Final consumption expenditure,1996K2,706690
- Final consumption expenditure,1996K3,664529
- Final consumption expenditure,1996K4,753588
- Final consumption expenditure,1997K1,695738
- Final consumption expenditure,1997K2,729902
- Final consumption expenditure,1997K3,678999
- Final consumption expenditure,1997K4,770118
- Final consumption expenditure,1998K1,720946
- Final consumption expenditure,1998K2,746277
- Final consumption expenditure,1998K3,704345
- Final consumption expenditure,1998K4,801650
- Final consumption expenditure,1999K1,747912
- Final consumption expenditure,1999K2,771664
- Final consumption expenditure,1999K3,721893
- Final consumption expenditure,1999K4,834926
- Final consumption expenditure,2000K1,784026
- Final consumption expenditure,2000K2,803734
- Final consumption expenditure,2000K3,751763
- Final consumption expenditure,2000K4,847060
- Final consumption expenditure,2001K1,794875
- Final consumption expenditure,2001K2,808264
- Final consumption expenditure,2001K3,752280
- Final consumption expenditure,2001K4,848861
- Final consumption expenditure,2002K1,806140
- Final consumption expenditure,2002K2,830082
- Final consumption expenditure,2002K3,769388
- Final consumption expenditure,2002K4,869555
- Final consumption expenditure,2003K1,813170
- Final consumption expenditure,2003K2,835865
- Final consumption expenditure,2003K3,781825
- Final consumption expenditure,2003K4,882417
- Final consumption expenditure,2004K1,830901
- Final consumption expenditure,2004K2,850784
- Final consumption expenditure,2004K3,789546
- Final consumption expenditure,2004K4,897017
- Final consumption expenditure,2005K1,835029
- Final consumption expenditure,2005K2,875783
- Final consumption expenditure,2005K3,812008
- Final consumption expenditure,2005K4,918937
- Final consumption expenditure,2006K1,860152
- Final consumption expenditure,2006K2,889923
- Final consumption expenditure,2006K3,828661
- Final consumption expenditure,2006K4,945642
- Final consumption expenditure,2007K1,885844
- Final consumption expenditure,2007K2,918465
- Final consumption expenditure,2007K3,857909
- Final consumption expenditure,2007K4,971324
- Final consumption expenditure,2008K1,899353
- Final consumption expenditure,2008K2,941077
- Final consumption expenditure,2008K3,855489
- Final consumption expenditure,2008K4,951105
- Final consumption expenditure,2009K1,903469
- Final consumption expenditure,2009K2,944696
- Final consumption expenditure,2009K3,872598
- Final consumption expenditure,2009K4,982325
- Final consumption expenditure,2010K1,928558
- Final consumption expenditure,2010K2,975403
- Final consumption expenditure,2010K3,899868
- Final consumption expenditure,2010K4,1012975
- Final consumption expenditure,2011K1,948771
- Final consumption expenditure,2011K2,993589
- Final consumption expenditure,2011K3,909950
- Final consumption expenditure,2011K4,1020946
- Final consumption expenditure,2012K1,962721
- Final consumption expenditure,2012K2,996720
- Final consumption expenditure,2012K3,922311
- Final consumption expenditure,2012K4,1033675
- Final consumption expenditure,2013K1,972170
- Final consumption expenditure,2013K2,1017130
- Final consumption expenditure,2013K3,941249
- Final consumption expenditure,2013K4,1056391
- Final consumption expenditure,2014K1,989252
- Final consumption expenditure,2014K2,1039708
- Final consumption expenditure,2014K3,960992
- Final consumption expenditure,2014K4,1087434
- Final consumption expenditure,2015K1,1024639
- Final consumption expenditure,2015K2,1073408
- Final consumption expenditure,2015K3,992980
- Final consumption expenditure,2015K4,1128191
- Final consumption expenditure,2016K1,1050109
- Final consumption expenditure,2016K2,1113211
- Final consumption expenditure,2016K3,1016861
- Final consumption expenditure,2016K4,1153356
- Final consumption expenditure,2017K1,1086551
- Final consumption expenditure,2017K2,1118804
- Final consumption expenditure,2017K3,1031274
- Final consumption expenditure,2017K4,1169436
- Final consumption expenditure,2018K1,1093851
- Final consumption expenditure,2018K2,1147269
- Final consumption expenditure,2018K3,1047314
- Final consumption expenditure,2018K4,1182434
- Final consumption expenditure,2019K1,1100818
- Final consumption expenditure,2019K2,1140827
- Final consumption expenditure,2019K3,1063295
- Final consumption expenditure,2019K4,1188466
- Final consumption expenditure,2020K1,1110329
- Final consumption expenditure,2020K2,1074433
- Final consumption expenditure,2020K3,1036079
- Final consumption expenditure,2020K4,1161188
- Final consumption expenditure,2021K1,1096554
- Final consumption expenditure,2021K2,1165488
- Final consumption expenditure,2021K3,1095553
- Final consumption expenditure,2021K4,1235965
- Final consumption expenditure,2022K1,1139906
- Final consumption expenditure,2022K2,1202963
- Final consumption expenditure,2022K3,1105927
- Final consumption expenditure,2022K4,1236956
- Final consumption expenditure,2023K1,1138944
- Final consumption expenditure,2023K2,1184880
- Final consumption expenditure,2023K3,1091646
- Final consumption expenditure,2023K4,1239250
- Final consumption expenditure,2024K1,1153435
- Final consumption expenditure,2024K2,1199069
- Final consumption expenditure,2024K3,1112239
- Final consumption expenditure,2024K4,1248265
- Final consumption expenditure,2025K1,1161456
- Final consumption expenditure,2025K2,1211421
- Final consumption expenditure,2025K3,1135697
- Final consumption expenditure,2025K4,1279337
- Final consumption expenditure,2026K1,1185160
"-- household consumption expenditure, incl. NPISH",1980K1,NA
"-- household consumption expenditure, incl. NPISH",1980K2,NA
"-- household consumption expenditure, incl. NPISH",1980K3,NA
"-- household consumption expenditure, incl. NPISH",1980K4,NA
"-- household consumption expenditure, incl. NPISH",1981K1,333455
"-- household consumption expenditure, incl. NPISH",1981K2,340782
"-- household consumption expenditure, incl. NPISH",1981K3,318482
"-- household consumption expenditure, incl. NPISH",1981K4,356623
"-- household consumption expenditure, incl. NPISH",1982K1,338349
"-- household consumption expenditure, incl. NPISH",1982K2,343657
"-- household consumption expenditure, incl. NPISH",1982K3,320264
"-- household consumption expenditure, incl. NPISH",1982K4,362715
"-- household consumption expenditure, incl. NPISH",1983K1,329113
"-- household consumption expenditure, incl. NPISH",1983K2,332860
"-- household consumption expenditure, incl. NPISH",1983K3,313972
"-- household consumption expenditure, incl. NPISH",1983K4,354208
"-- household consumption expenditure, incl. NPISH",1984K1,338703
"-- household consumption expenditure, incl. NPISH",1984K2,341126
"-- household consumption expenditure, incl. NPISH",1984K3,318418
"-- household consumption expenditure, incl. NPISH",1984K4,356246
"-- household consumption expenditure, incl. NPISH",1985K1,348738
"-- household consumption expenditure, incl. NPISH",1985K2,352198
"-- household consumption expenditure, incl. NPISH",1985K3,325652
"-- household consumption expenditure, incl. NPISH",1985K4,364895
"-- household consumption expenditure, incl. NPISH",1986K1,357996
"-- household consumption expenditure, incl. NPISH",1986K2,368270
"-- household consumption expenditure, incl. NPISH",1986K3,348519
"-- household consumption expenditure, incl. NPISH",1986K4,389437
"-- household consumption expenditure, incl. NPISH",1987K1,379951
"-- household consumption expenditure, incl. NPISH",1987K2,395082
"-- household consumption expenditure, incl. NPISH",1987K3,360722
"-- household consumption expenditure, incl. NPISH",1987K4,408173
"-- household consumption expenditure, incl. NPISH",1988K1,402420
"-- household consumption expenditure, incl. NPISH",1988K2,401733
"-- household consumption expenditure, incl. NPISH",1988K3,373570
